num,sf,shift,LM,MW,C,N,P,O,cansmi,envlab,mw,P_oxidation_state,P_valence
Lan1-CMP1778,C11H18NO2PS,105.2,CDCl3,259.304881,11,1,1,2,COP(=S)(C(NCc1ccccc1)C)OC,C1O1O1S2,259.311,5,5.0
Lan1-CMP1780,C11H18NO3P,25.26,CDCl3,243.239281,11,1,1,3,CCOP(=O)(C(c1ccccc1)N)OCC,C1O1O1O2,243.243,5,5.0
Lan1-CMP1783,C11H18NO4P,23.18,CDCl3,259.238681,11,1,1,4,CCOP(=O)(C(c1ccccn1)(O)C)OCC,C1O1O1O2,259.242,5,5.0
Lan1-CMP1784,C11H18NO5PS,11.8,CDCl3,307.303081,11,1,1,5,CCOC(=O)c1c(N)scc1P(=O)(OCC)OCC,C1O1O1O2,307.30800000000005,5,5.0
Lan1-CMP1785,C11H18NO5PS,13.4,CDCl3,307.303081,11,1,1,5,CCOC(=O)c1c(N)sc(c1CC)P(=O)(OC)OC,C1O1O1O2,307.30800000000005,5,5.0
Lan1-CMP1791,C11H17O2P,51.6,CDCl3,212.225241,11,0,1,2,COP(=O)(c1c(C)cc(cc1C)C)C,C1C1O1O2,212.229,5,5.0
Lan1-CMP1802,C11H19N2O7P,18.56,CDCl3,322.251521,11,2,1,7,CCOC(=O)C1N(C)C(=O)N(C(=O)C1P(=O)(OC)OC)C,C1O1O1O2,322.2540000000001,5,5.0
Lan1-CMP1804,C11H19OP,73.1,CDCl3,198.241721,11,0,1,1,CC1=CCP(=O)(C1)C1CCCCC1,C1C1C1O2,198.24599999999992,5,5.0
Lan1-CMP1806,C11H19O3P,17.3,CDCl3,230.240521,11,0,1,3,CCOP(=O)(C1=CC2CC1CC2)OCC,C1O1O1O2,230.24399999999997,5,5.0
Lan1-CMP1807,C11H19O6P,17.93,CDCl3,278.238721,11,0,1,6,CCOC(=O)C(C(=O)C)CC(=C)P(=O)(OC)OC,C1O1O1O2,278.241,5,5.0
Lan1-CMP1808,C11H19O7P,24.7,CDCl3,294.238121,11,0,1,7,COC(=O)C(CP1(=O)OCCCO1)CCC(=O)OC,C1O1O1O2,294.24,5,5.0
Lan1-CMP1811,C13H26ClO3P,29.5,CDCl3,296.770501,13,0,1,3,CCOP(=O)(C1C2CCC(C1Cl)C2)OCC.CC,C1O1O1O2,296.775,5,5.0
Lan1-CMP1815,C13H26NO2PS2,105.21,CDCl3,323.454801,13,1,1,2,CCCCOP(=S)(c1ccc(cc1)OC)[S-].CC.[NH4+],C1O1S1S2,323.46400000000006,5,5.0
Lan1-CMP1816,C13H26NO2PS2,104.65,CDCl3,323.454801,13,1,1,2,COc1ccc(cc1)P(=S)(OCC(C)C)[S-].CC.[NH4+],C1O1S1S2,323.464,5,5.0
Lan1-CMP1817,C13H26NO3P,22.71,CDCl3,275.324201,13,1,1,3,CCOP(=O)(C1(C#N)CCCC1C)OCC.CC,C1O1O1O2,275.32899999999995,5,5.0
Lan1-CMP1818,C13H26NO3PS,33.42,CDCl3,307.389201,13,1,1,3,CSC1=CP(=O)(OC1(C)CC)N1CCOCC1.CC,C1N1O1O2,307.3960000000001,5,5.0
Lan1-CMP1821,C13H26NO4PS,19.34,CDCl3,323.388601,13,1,1,4,CC(OP(=O)(C(c1scnc1C)O)OC(C)C)C.CC,C1O1O1O2,323.3950000000001,5,5.0
Lan1-CMP1822,C13H26NO8P,20.2,CDCl3,355.321201,13,1,1,8,CO/N=C(/C(C(P(=O)(OC)OC)C(=O)OC)(O)C)\C(=O)C.CC,C1O1O1O2,355.32400000000007,5,5.0
Lan1-CMP1823,C13H26NPS2,103.51,CDCl3,291.456001,13,1,1,0,CCCCCP(=S)(c1ccccc1)[S-].CC.[NH4+],C1C1S1S2,291.466,5,5.0
Lan1-CMP1825,C13H26NO3P,17.1,CDCl3,275.324201,13,1,1,3,CCOP(=O)(N1CCOCC1)C=C=C(C)C.CC,C1N1O1O2,275.329,5,5.0
Lan1-CMP1829,C13H27ClNO2PS,85.5,CDCl3,327.850741,13,1,1,2,CCCOP(=S)(C(CCCCl)C#N)OCCC.CC,C1O1O1S2,327.8580000000001,5,5.0
Lan1-CMP1830,C13H27ClNPS,92.34,CDCl3,295.851941,13,1,1,0,ClCCCCC(P(=S)(CC)CC)(C#N)C.CC,C1C1C1S2,295.86,5,5.0
Lan1-CMP1831,C13H27F2O3P,7.83,CDCl3,300.3222474,13,0,1,3,CCOP(=O)(C(C1CCCCC1)(F)F)OCC.CC,C1O1O1O2,300.326,5,5.0
Lan1-CMP1835,C13H27N2O2PS2,68.1,CDCl3,338.469441,13,2,1,2,CSc1ncc(n1C)P(=S)(OC(C)C)OC(C)C.CC,C1O1O1S2,338.4790000000001,5,5.0
Lan1-CMP1836,C13H27N2O3PS,6.4,CDCl3,322.403841,13,2,1,3,CSc1ncc(n1C)P(=O)(OC(C)C)OC(C)C.CC,C1O1O1O2,322.41100000000006,5,5.0
Lan1-CMP1838,C13H27O3P,35.0,CDCl3,262.325441,13,0,1,3,CCOP(=O)(C1CC2CC1CC2)OCC.CC,C1O1O1O2,262.3299999999999,5,5.0
Lan1-CMP1840,C13H27O4P,16.48,CDCl3,278.324841,13,0,1,4,COP(=O)(CC(=O)C(=C(C)C)C(C)C)OC.CC,C1O1O1O2,278.329,5,5.0
Lan1-CMP1843,C13H28BrO4P,19.8,CDCl3,359.236781,13,0,1,4,CCCCOP(=O)(CC(=O)CBr)OCCCC.CC,C1O1O1O2,359.24100000000016,5,5.0
Lan1-CMP1845,C13H28NOPS,41.2,CDCl3,277.406281,13,1,1,1,CP(=O)(C1NC2(SC1(C)C)CCCC2)C.CC,C1C1C1O2,277.414,5,5.0
Lan1-CMP1847,C13H28NO3P,-19.913,CDCl3,277.340081,13,1,1,3,CCCCCOP(=O)(C#N)OCCCCC.CC,C1O1O1O2,277.345,5,5.0
Lan1-CMP1849,C13H28NO4P,-0.24,CDCl3,293.339481,13,1,1,4,CCOP(=O)(C(=O)NC1CCCCC1)OCC.CC,C1O1O1O2,293.344,5,5.0
Lan1-CMP1850,C13H28NO5P,26.0,CDCl3,309.338881,13,1,1,5,CCOP(=O)(C1(C(=O)NC)C(C1C)CO)OCC.CC,C1O1O1O2,309.3430000000001,5,5.0
Lan1-CMP1851,C13H28NO5P,26.4,CDCl3,309.338881,13,1,1,5,CCOP(=O)(C1(C(=O)NC)C(C1C)CO)OCC.CC,C1O1O1O2,309.3430000000001,5,5.0
Lan1-CMP1852,C13H28NO5P,26.0,CDCl3,309.338881,13,1,1,5,CCOP(=O)(C1(C(=O)NC)C(C1C)CO)OCC.CC,C1O1O1O2,309.3430000000001,5,5.0
Lan1-CMP1853,C13H28NO5P,15.91,CDCl3,309.338881,13,1,1,5,CCOC(P(=O)(OCC)OCC)N1CCCC1=O.CC,C1O1O1O2,309.343,5,5.0
Lan1-CMP1854,C13H28NO5P,4.19,CDCl3,309.338881,13,1,1,5,COC(=O)C(C(C)C)NP1(=O)OCC(CO1)(C)C.CC,N1O1O1O2,309.343,5,5.0
Lan1-CMP1855,C13H28NO5P,2.23,CDCl3,309.338881,13,1,1,5,COC(=O)C(C(C)C)NP1(=O)OCC(CO1)(C)C.CC,N1O1O1O2,309.343,5,5.0
Lan1-CMP1856,C11H22NO6P,2.15,CDCl3,295.269241,11,1,1,6,CCOP(=O)(O/C(=C(/N(CC)O)\C(=O)C)/C)OCC,O1O1O1O2,295.27200000000005,5,5.0
Lan1-CMP1858,C11H22NPS2,36.3,CDCl3,263.402841,11,1,1,0,CP(=S)(C1NC2(SC1(C)C)CCCC2)C,C1C1C1S2,263.4119999999999,5,5.0
Lan1-CMP1863,C11H23N4OP,23.6,CDCl3,258.300281,11,4,1,1,CC(c1ncc(n1C)P(=O)(N(C)C)N(C)C)C,C1N1N1O2,258.306,5,5.0
Lan1-CMP1870,C11H23O4P,25.9,CDCl3,250.271681,11,0,1,4,CCOP(=O)(C(C1CCCCC1)O)OCC,C1O1O1O2,250.2749999999999,5,5.0
Lan1-CMP1872,C11H24BrO4P,29.0,CDCl3,331.183621,11,0,1,4,CCCCOP(=O)(CC(CBr)O)OCCCC,C1O1O1O2,331.1870000000001,5,5.0
Lan1-CMP1873,C11H24ClO4P,28.5,CDCl3,286.732621,11,0,1,4,CCCCOP(=O)(CC(CCl)O)OCCCC,C1O1O1O2,286.73600000000005,5,5.0
Lan1-CMP1874,C11H26NO3P,11.14,CDCl3,251.302801,11,1,1,3,CCCOP(=O)(N(CCC)CC)OCCC,N1O1O1O2,251.30699999999996,5,5.0
Lan1-CMP1875,C11H24NO3P,-9.67,CDCl3,249.286921,11,1,1,3,CC(OP(=O)(N1CCCCC1)OC(C)C)C,N1O1O1O2,249.29099999999997,5,5.0
Lan1-CMP1876,C11H24NO3P,28.3,CDCl3,249.286921,11,1,1,3,CCOP(=O)(/C=C(/N(CC)CC)\C)OCC,C1O1O1O2,249.2909999999999,5,5.0
Lan1-CMP1877,C11H24N3O4P,33.1,CDCl3,293.299721,11,3,1,4,CCOP(=O)(C(C1C(N)NNC1=O)C(C)C)OCC,C1O1O1O2,293.3040000000001,5,5.0
Lan1-CMP1881,C11H27ClN5OP,15.7,CDCl3,311.791741,11,5,1,1,CN(c1[n+](C)cc(n1C)P(=O)(N(C)C)N(C)C)C.[Cl-],C1N1N1O2,309.78200000000004,5,5.0
Lan1-CMP1890,C12H27O4P,34.3,CDCl3,266.314141,12,0,1,4,CCCCCOP(=O)(CC(C)C)OCCOC,C1O1O1O2,266.318,5,5.0
Lan1-CMP1891,C11H25O4P,33.0,CDCl3,252.287561,11,0,1,4,COCCOP(=O)(OC(CC(C)C)C)CC,C1O1O1O2,252.291,5,5.0
Lan1-CMP1900,C11H26NO3P,8.76,CDCl3,251.302801,11,1,1,3,CCCOP(=O)(N(C(C)C)CC)OCCC,N1O1O1O2,251.307,5,5.0
Lan1-CMP1901,C11H26NO3P,9.04,CDCl3,251.302801,11,1,1,3,CCN(P(=O)(OC(C)C)OC(C)C)C(C)C,N1O1O1O2,251.307,5,5.0
Lan1-CMP1902,C11H26NO3P,6.91,CDCl3,251.302801,11,1,1,3,CCN(P(=O)(OC(C)C)OC(C)C)C(C)C,N1O1O1O2,251.307,5,5.0
Lan1-CMP1903,C6H15O3P,23.93,CDCl3,166.155261,6,0,1,3,CCP(=O)(OCC)OCC,C1O1O1O2,166.15699999999998,5,5.0
Lan1-CMP1905,C11H26NO4P,45.61,CDCl3,267.302201,11,1,1,4,CCCOP(=O)(C(N(C)C)OCC)OCCC,C1O1O1O2,267.3059999999999,5,5.0
Lan1-CMP1906,C12H26NO4P,49.1,CDCl3,279.312901,12,1,1,4,CCOP(=O)(CN(CCC(=O)OC(C)(C)C)C)C,C1C1O1O2,279.317,5,5.0
Lan1-CMP1907,C2H7N3OP+,6.8,CDCl3,120.070241,2,3,1,1,C[P+](=O)NC(=N)N,C1N1O2,120.072,5,5.0
Lan1-CMP1923,C11H27N2O3P,7.9,CDCl3,266.317441,11,2,1,3,NCCCCCNP(=O)(OC(C)C)OC(C)C,N1O1O1O2,266.322,5,5.0
Lan1-CMP1941,C12H12ClN4PS3,80.1,CDCl3,374.872241,12,4,1,0,Clc1ccc(cc1)C1=NC2C(S1)NP(=S)(N1C2=NCC1)S,N1N1S1S2,374.88400000000007,5,5.0
Lan1-CMP1943,C12H10ClO3P,-6.2,CDCl3,268.632761,12,0,1,3,ClP(=O)(Oc1ccccc1)Oc1ccccc1,Cl1O1O1O2,268.636,5,5.0
Lan1-CMP1949,C12H11Cl2N2PS,44.5,CDCl3,317.173901,12,2,1,0,ClP(=S)(/N=c/1\ccccn1Cc1ccccc1)Cl,Cl1Cl1N1S2,317.18100000000004,5,5.0
Lan1-CMP1954,C12H11N4PS3,80.6,CDCl3,338.411301,12,4,1,0,SP1(=S)Nc2sc(nc2C2=NCCN12)c1ccccc1,N1N1S1S2,338.423,5,5.0
Lan1-CMP1955,C12H11OPS,76.0,CDCl3,234.253901,12,0,1,1,OP(=S)(c1ccccc1)c1ccccc1,C1C1O1S2,234.26,5,5.0
Lan1-CMP1961,C12H12ClOP,15.6,CDCl3,238.649841,12,0,1,1,CC1=C(Cl)C=CP(=O)(C1)c1ccccc1,C1C1C1O2,238.654,5,5.0
Lan1-CMP1962,C12H12ClOP,14.7,CDCl3,238.649841,12,0,1,1,CC1=CP(=O)(CC=C1Cl)c1ccccc1,C1C1C1O2,238.654,5,5.0
Lan1-CMP1963,C12H12ClO5P,20.8,CDCl3,302.647441,12,0,1,5,COP(=O)(Cc1c(=O)oc2c(c1Cl)cccc2)OC,C1O1O1O2,302.65000000000003,5,5.0
Lan1-CMP1965,C11H11ClN3OPS,61.4,CDCl3,299.716301,11,3,1,1,Cc1ccccc1OP(=S)(/N=c/1\nccc[nH]1)Cl,Cl1N1O1S2,299.723,5,5.0
Lan1-CMP1967,C12H13ClN3PS,65.8,CDCl3,297.743481,12,3,1,0,CCn1cccn/c/1=N\P(=S)(c1ccccc1)Cl,C1Cl1N1S2,297.751,5,5.0
Lan1-CMP1968,C12H13Cl2O6P,9.7,CDCl3,355.107781,12,0,1,6,COP(=O)(C(=C)OC(=O)COc1ccc(cc1Cl)Cl)OC,C1O1O1O2,355.11,5,5.0
Lan1-CMP1970,C12H16F3O4P,8.3,CDCl3,312.2220106,12,0,1,4,CCP123OC(=C[C@@]3(C)O[C@](O2)(C=C(O1)C(F)(F)F)C)C,C1C1O1O1O1,312.224,5,5.0
Lan1-CMP1971,C12H16F3O4P,4.2,CDCl3,312.2220106,12,0,1,4,CCP123OC(=C[C@]3(O[C@](O2)(C=C(O1)C)C)C(F)(F)F)C,C1C1O1O1O1,312.224,5,5.0
Lan1-CMP1974,C12H13N2O4P,24.1,CDCl3,280.216381,12,2,1,4,N#CC1=C(N)Oc2c(C1P(=O)(OC)OC)cccc2,C1O1O1O2,280.22,5,5.0
Lan1-CMP1979,C12H13N2O7P,29.22,CDCl3,328.214581,12,2,1,7,COc1c(cc(cc1[N+](=O)[O-])P1(=O)CC(=O)C(C1)C)[N+](=O)[O-],C1C1C1O2,328.21700000000004,5,5.0
Lan1-CMP1985,C12H14ClO5P,11.33,CDCl3,304.663321,12,0,1,5,COP(=O)(/C(=C\C)/OC(=O)c1ccc(cc1)Cl)OC,C1O1O1O2,304.666,5,5.0
Lan1-CMP1986,C12H14ClO6P,10.08,CDCl3,320.662721,12,0,1,6,COP(=O)(C(=C)OC(=O)COc1ccccc1Cl)OC,C1O1O1O2,320.665,5,5.0
Lan1-CMP1987,C12H14ClO6P,9.12,CDCl3,320.662721,12,0,1,6,COP(=O)(C(=C)OC(=O)COc1ccc(cc1)Cl)OC,C1O1O1O2,320.665,5,5.0
Lan1-CMP1989,C12H14FO6P,10.14,CDCl3,304.2081242,12,0,1,6,COP(=O)(C(=C)OC(=O)COc1ccc(cc1)F)OC,C1O1O1O2,304.21000000000004,5,5.0
Lan1-CMP1991,C12H14F5OP,49.1,CDCl3,300.204737,12,0,1,1,Cc1cc(c(cc1C)C(C(F)(F)F)(F)F)P(=O)(C)C,C1C1C1O2,300.207,5,5.0
Lan1-CMP1993,C12H14IO3P,-5.8,CDCl3,364.115991,12,0,1,3,CCOP(=O)(C#Cc1ccc(cc1)I)OCC,C1O1O1O2,364.1190000000001,5,5.0
Lan1-CMP1999,C12H14NO3PS,54.5,CDCl3,283.283221,12,1,1,3,CC1CC(C)OP(=S)(O1)Oc1ccc(cc1)C#N,O1O1O1S2,283.28900000000004,5,5.0
Lan1-CMP2000,C12H14NO3PS,59.3,CDCl3,283.283221,12,1,1,3,CC1CC(C)OP(=S)(O1)Oc1ccc(cc1)C#N,O1O1O1S2,283.28900000000004,5,5.0
Lan1-CMP2003,C12H14NO5P,-6.9,CDCl3,283.217021,12,1,1,5,CCOP(=O)(C#Cc1ccc(cc1)[N+](=O)[O-])OCC,C1O1O1O2,283.22,5,5.0
Lan1-CMP2008,C12H15ClNO4P,-2.1,CDCl3,303.678561,12,1,1,4,CCOP(=O)(OC(c1cccc(c1)Cl)C#N)OCC,O1O1O1O2,303.6820000000001,5,5.0
Lan1-CMP2009,C12H17ClNO5P,14.9,CDCl3,321.693841,12,1,1,5,CCOP(=O)(/C(=C\[N+](=O)[O-])/c1ccc(cc1)Cl)OCC,C1O1O1O2,319.6810000000001,5,5.0
Lan1-CMP2010,C12H15Cl2O6P,22.46,CDCl3,357.123661,12,0,1,6,COP(=O)(C(OC(=O)COc1ccc(cc1Cl)Cl)C)OC,C1O1O1O2,357.126,5,5.0
Lan1-CMP2011,C12H15FNO4P,-2.17,CDCl3,287.2239642,12,1,1,4,CCOP(=O)(OC(c1ccc(cc1)F)C#N)OCC,O1O1O1O2,287.2270000000001,5,5.0
Lan1-CMP2012,C12H15FNO5P,11.7,CDCl3,303.2233642,12,1,1,5,CCOP(=O)(/C(=C/[N+](=O)[O-])/c1ccc(cc1)F)OCC,C1O1O1O2,303.22600000000006,5,5.0
Lan1-CMP2013,C12H15F3NO2PS,79.35,CDCl3,325.2869706,12,1,1,2,CCOP(=S)(/N=C\c1ccc(cc1)C(F)(F)F)OCC,N1O1O1S2,325.2920000000001,5,5.0
Lan1-CMP2014,C12H15F3NO3P,7.37,CDCl3,309.2213706,12,1,1,3,CCOP(=O)(/C(=N/c1ccccc1)/C(F)(F)F)OCC,C1O1O1O2,309.2240000000001,5,5.0
Lan1-CMP2015,C12H15F3NO3P,4.37,CDCl3,309.2213706,12,1,1,3,COP(=O)(/C(=N/C(c1ccccc1)C)/C(F)(F)F)OC,C1O1O1O2,309.22400000000005,5,5.0
Lan1-CMP2021,C12H15N2O2PS,62.25,CDCl3,282.298461,12,2,1,2,CC1CC(C)OP(=S)(O1)Nc1ccc(cc1)C#N,N1O1O1S2,282.30500000000006,5,5.0
Lan1-CMP2022,C12H15N2O2PS,57.35,CDCl3,282.298461,12,2,1,2,CC1CC(C)OP(=S)(O1)Nc1ccc(cc1)C#N,N1O1O1S2,282.30500000000006,5,5.0
Lan1-CMP2023,C12H15N2O3PS,5.41,CDCl3,298.297861,12,2,1,3,CCOP(=O)(c1nnsc1c1ccccc1)OCC,C1O1O1O2,298.3040000000001,5,5.0
Lan1-CMP2024,C12H15N2O3PS,6.98,CDCl3,298.297861,12,2,1,3,CCOP(=O)(c1snnc1c1ccccc1)OCC,C1O1O1O2,298.3040000000001,5,5.0
Lan1-CMP2025,C12H15N2O4P,24.6,CDCl3,282.232261,12,2,1,4,COP(=O)(c1c(C)nn(c1O)c1ccccc1)OC,C1O1O1O2,282.23600000000005,5,5.0
Lan1-CMP2028,C12H15OP,29.8,CDCl3,206.220661,12,0,1,1,CC1=CCCP(=O)(C1)c1ccccc1,C1C1C1O2,206.225,5,5.0
Lan1-CMP2029,C12H15OP,61.7,CDCl3,206.220661,12,0,1,1,CC1=CCP(=O)(C1)c1ccc(cc1)C,C1C1C1O2,206.225,5,5.0
Lan1-CMP2030,C12H15OP,59.2,CDCl3,206.220661,12,0,1,1,CC1=CCP(=O)(C1)c1ccccc1C,C1C1C1O2,206.225,5,5.0
Lan1-CMP2031,C12H15OPS2,52.39,CDCl3,270.350661,12,0,1,1,COc1ccc(cc1)P1(=S)SCC=C(C1)C,C1C1S1S2,270.359,5,5.0
Lan1-CMP2036,C11H13O2P,35.12,CDCl3,208.193481,11,0,1,2,OC1CCP(=O)(C1=C)c1ccccc1,C1C1C1O2,208.197,5,5.0
Lan1-CMP2037,C11H13O3P,-2.7,CDCl3,224.192881,11,0,1,3,COP(=O)(C#CCc1ccccc1)OC,C1O1O1O2,224.196,5,5.0
Lan1-CMP2038,C12H15O3P,20.01,CDCl3,238.219461,12,0,1,3,COc1ccc(cc1)P1(=O)CC(=O)C(C1)C,C1C1C1O2,238.22299999999996,5,5.0
Lan1-CMP2039,C12H15O3P,19.05,CDCl3,238.219461,12,0,1,3,CCOP(=O)(c1ccccc1C#C)OCC,C1O1O1O2,238.223,5,5.0
Lan1-CMP2041,C12H15O3PS,33.09,CDCl3,270.284461,12,0,1,3,COP1(=O)C=C(C(O1)(C)C)Sc1ccccc1,C1O1O1O2,270.29,5,5.0
Lan1-CMP2043,C12H15O4PS,55.1,CDCl3,286.283861,12,0,1,4,O=Cc1ccc(cc1)OP1(=S)OC(C)CC(O1)C,O1O1O1S2,286.289,5,5.0
Lan1-CMP2044,C12H15O5P,22.0,CDCl3,270.218261,12,0,1,5,COP(=O)(COC(=O)/C=C/c1ccccc1)OC,C1O1O1O2,270.221,5,5.0
Lan1-CMP2045,C12H15O5P,10.33,CDCl3,270.218261,12,0,1,5,COP(=O)(C(=C)OC(=O)c1ccc(cc1)C)OC,C1O1O1O2,270.221,5,5.0
Lan1-CMP2046,C12H15O5P,9.59,CDCl3,270.218261,12,0,1,5,COP(=O)(C(=C)OC(=O)Cc1ccccc1)OC,C1O1O1O2,270.221,5,5.0
Lan1-CMP2047,C12H15O6P,10.16,CDCl3,286.217661,12,0,1,6,COP(=O)(C(=C)OC(=O)COc1ccccc1)OC,C1O1O1O2,286.22,5,5.0
Lan1-CMP2048,C12H16BrO2PS,60.0,CDCl3,335.197001,12,0,1,2,Brc1ccc(cc1)OP1(=S)CC(C)CC(O1)C,C1O1O1S2,335.2030000000001,5,5.0
Lan1-CMP2050,C12H16ClN2OP,32.82,CDCl3,270.695001,12,2,1,1,ClCP1(=O)N(C[C@H]2N1CCC2)c1ccccc1,C1N1N1O2,270.7,5,5.0
Lan1-CMP2051,C12H16ClN2O3P,32.0,CDCl3,302.693801,12,2,1,3,CCOP1(=O)CN(C)C(=O)c2c(N1C)ccc(c2)Cl,C1N1O1O2,302.698,5,5.0
Lan1-CMP2052,C12H16ClO2PS,60.1,CDCl3,290.746001,12,0,1,2,Clc1ccc(cc1)OP1(=S)CC(C)CC(O1)C,C1O1O1S2,290.752,5,5.0
Lan1-CMP2053,C12H16ClO5P,22.79,CDCl3,306.679201,12,0,1,5,CCC(P(=O)(OC)OC)OC(=O)c1ccc(cc1)Cl,C1O1O1O2,306.682,5,5.0
Lan1-CMP2054,C12H16ClO6P,23.09,CDCl3,322.678601,12,0,1,6,COP(=O)(C(OC(=O)COc1ccccc1Cl)C)OC,C1O1O1O2,322.68100000000004,5,5.0
Lan1-CMP2055,C12H16ClO6P,22.96,CDCl3,322.678601,12,0,1,6,COP(=O)(C(OC(=O)COc1ccc(cc1)Cl)C)OC,C1O1O1O2,322.68100000000004,5,5.0
Lan1-CMP2056,C12H16FO6P,22.3,CDCl3,306.2240042,12,0,1,6,COP(=O)(C(OC(=O)COc1ccc(cc1)F)C)OC,C1O1O1O2,306.22600000000006,5,5.0
Lan1-CMP2058,C12H16NO3P,19.3,CDCl3,253.234101,12,1,1,3,COP1(=O)Oc2ccccc2NC21CCCC2,C1O1O1O2,253.23799999999997,5,5.0
Lan1-CMP2059,C12H16NO3PS,16.02,CDCl3,285.299101,12,1,1,3,CCOP(=O)(C(c1ccccc1)N=C=S)OCC,C1O1O1O2,285.3050000000001,5,5.0
Lan1-CMP2064,C12H16NO5P,14.35,CDCl3,285.232901,12,1,1,5,CCOP(=O)(/C=C/c1ccc(cc1)[N+](=O)[O-])OCC,C1O1O1O2,285.23600000000005,5,5.0
Lan1-CMP2065,C12H16NO5P,17.46,CDCl3,285.232901,12,1,1,5,CCOP(=O)(/C=C\c1ccc(cc1)[N+](=O)[O-])OCC,C1O1O1O2,285.23600000000005,5,5.0
Lan1-CMP2066,C12H16NO5P,11.8,CDCl3,285.232901,12,1,1,5,CCOP(=O)(/C(=C/[N+](=O)[O-])/c1ccccc1)OCC,C1O1O1O2,285.23600000000005,5,5.0
Lan1-CMP2068,C12H16N3O3P,22.2,CDCl3,281.247501,12,3,1,3,COP(=O)(Cc1nc(nn1C)c1ccccc1)OC,C1O1O1O2,281.25200000000007,5,5.0
Lan1-CMP2069,C12H16N3O6P,-9.68,CDCl3,329.245701,12,3,1,6,O=C(NP1(=O)OCC(CO1)(C)C)Nc1ccc(cc1)[N+](=O)[O-],N1O1O1O2,329.2490000000001,5,5.0
Lan1-CMP2074,C12H17ClNO2PS,67.23,CDCl3,305.760641,12,1,1,2,CCOP(=S)(/N=C(\c1ccc(cc1)Cl)/C)OCC,N1O1O1S2,305.7670000000001,5,5.0
Lan1-CMP2075,C12H17ClNO4P,-1.58,CDCl3,305.694441,12,1,1,4,CCOP(=O)(C(=O)Nc1ccc(c(c1)Cl)C)OCC,C1O1O1O2,305.6980000000001,5,5.0
Lan1-CMP2078,C12H17F2O3P,17.9,CDCl3,278.2321474,12,0,1,3,CCOP(=O)(c1cc(C)ccc1C(F)F)OCC,C1O1O1O2,278.235,5,5.0
Lan1-CMP2079,C12H17F3NO3P,15.2,CDCl3,311.2372506,12,1,1,3,CCOP(=O)(C(C(F)(F)F)Nc1ccccc1)OCC,C1O1O1O2,311.24000000000007,5,5.0
Lan1-CMP2083,C12H10F9O4P,13.0,CDCl3,420.1647898,12,0,1,4,CCP123OC(=C[C@@]3(C)O[C@](O2)(C=C(O1)C(F)(F)F)C(F)(F)F)C(F)(F)F,C1C1O1O1O1,420.16399999999993,5,5.0
Lan1-CMP2085,C12H17N2O3P,13.2,CDCl3,268.248741,12,2,1,3,COP(=O)(/C(=N\O)/c1ccccc1)N1CCCC1,C1N1O1O2,268.253,5,5.0
Lan1-CMP2086,C12H17N2O3P,5.9,CDCl3,268.248741,12,2,1,3,COP(=O)(N1CCCC1)NC(=O)c1ccccc1,N1N1O1O2,268.253,5,5.0
Lan1-CMP2090,C12H17N4O4P,25.8,CDCl3,312.261541,12,4,1,4,CNNC(=O)n1c(nc2c1cccc2)CP(=O)(OC)OC,C1O1O1O2,312.2660000000001,5,5.0
Lan1-CMP2091,C12H17OP,32.7,CDCl3,208.236541,12,0,1,1,CC1CCCP(=O)(C1)c1ccccc1,C1C1C1O2,208.241,5,5.0
Lan1-CMP2093,C12H17O2PS,60.4,CDCl3,256.300941,12,0,1,2,CC1CC(C)OP(=S)(C1)Oc1ccccc1,C1O1O1S2,256.307,5,5.0
Lan1-CMP2094,C12H17O3P,16.31,CDCl3,240.235341,12,0,1,3,CCOP(=O)(/C=C\c1ccccc1)OCC,C1O1O1O2,240.239,5,5.0
Lan1-CMP2095,C12H17O3P,19.82,CDCl3,240.235341,12,0,1,3,CCOP(=O)(/C=C/c1ccccc1)OCC,C1O1O1O2,240.239,5,5.0
Lan1-CMP2096,C12H17O3P,1.67,CDCl3,240.235341,12,0,1,3,CCCCP1(=O)OCc2c(CO1)cccc2,C1O1O1O2,240.239,5,5.0
Lan1-CMP2098,C12H17O3PS,56.2,CDCl3,272.300341,12,0,1,3,CC1CC(C)OP(=S)(O1)Oc1ccc(cc1)C,O1O1O1S2,272.30600000000004,5,5.0
Lan1-CMP2099,C12H17O3PS,60.4,CDCl3,272.300341,12,0,1,3,CC1CC(C)OP(=S)(O1)Oc1ccc(cc1)C,O1O1O1S2,272.30600000000004,5,5.0
Lan1-CMP2100,C12H17O4P,29.0,CDCl3,256.234741,12,0,1,4,CCOP(=O)(CC(=O)c1ccccc1)OCC,C1O1O1O2,256.238,5,5.0
Lan1-CMP2102,C12H17O4PS,56.7,CDCl3,288.299741,12,0,1,4,COc1ccc(cc1)OP1(=S)OC(C)CC(O1)C,O1O1O1S2,288.305,5,5.0
Lan1-CMP2103,C12H17O4PS,61.0,CDCl3,288.299741,12,0,1,4,COc1ccc(cc1)OP1(=S)OC(C)CC(O1)C,O1O1O1S2,288.305,5,5.0
Lan1-CMP2105,C12H17O5P,16.9,CDCl3,272.234141,12,0,1,5,CCOP(=O)(c1ccc(cc1)C(=O)OC)OCC,C1O1O1O2,272.237,5,5.0
