num,sf,shift,LM,MW,C,N,P,O,cansmi,envlab,mw,P_oxidation_state,P_valence
Lan1-CMP491,C7H7F11NO3P,6.5,CDCl3,393.0915762,7,1,1,3,FC(COP(=O)(NCC(C(F)(F)F)(F)F)OCC(F)(F)F)(F)F,N1O1O1O2,393.089,5,5.0
Lan1-CMP493,C7H14ClO2P,29.9,CDCl3,196.611621,7,0,1,2,COP(=O)(C1CCCCC1)Cl,C1Cl1O1O2,196.61399999999995,5,5.0
Lan1-CMP496,C7H8N2O3PS-,48.7,CDCl3,231.188781,7,2,1,3,COP(=S)(NC(=O)c1ccncc1)[O-],N1O1O1S2,231.193,5,5.0
Lan1-CMP498,C7H9Cl2N2PS,48.0,CDCl3,255.104521,7,2,1,0,CCn1cccc/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,255.11,5,5.0
Lan1-CMP499,C7H9Cl2N2PS,48.0,CDCl3,255.104521,7,2,1,0,CCn1cccc/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,255.11,5,5.0
Lan1-CMP510,C7H10BrF2O3P,-9.6,CDCl3,291.0270674,7,0,1,3,CCOP(=O)(C#CC(Br)(F)F)OCC,C1O1O1O2,291.028,5,5.0
Lan1-CMP515,C7H10NO3P,19.7,CDCl3,187.132961,7,1,1,3,NC(P(=O)(O)O)c1ccccc1,C1O1O1O2,187.135,5,5.0
Lan1-CMP518,C7H10N3OP,3.92,CDCl3,183.147561,7,3,1,1,NP1(=O)NCc2c(N1)cccc2,N1N1N1O2,183.151,5,5.0
Lan1-CMP523,C7H11Cl2OP,56.5,CDCl3,213.041401,7,0,1,1,ClP(=O)([C@H]1CC2CC1CC2)Cl,C1Cl1Cl1O2,213.04399999999995,5,5.0
Lan1-CMP526,C7H11N2O2PS2,51.3,CDCl3,250.278201,7,2,1,2,CC1COP(=S)(O1)/N=c/1\sccn1C,N1O1O1S2,250.28500000000005,5,5.0
Lan1-CMP527,C7H11O4PS,21.94,CDCl3,222.198601,7,0,1,4,COP(=O)(C(c1cccs1)O)OC,C1O1O1O2,222.202,5,5.0
Lan1-CMP528,C7H11O4PS,23.19,CDCl3,222.198601,7,0,1,4,COP(=O)(C(c1cscc1)O)OC,C1O1O1O2,222.202,5,5.0
Lan1-CMP529,C7H11O5P,21.67,CDCl3,206.133001,7,0,1,5,COP(=O)(C(c1ccco1)O)OC,C1O1O1O2,206.134,5,5.0
Lan1-CMP531,C7H12BrF2O4P,17.5,CDCl3,309.0423474,7,0,1,4,CCOP(=O)(CC(=O)C(Br)(F)F)OCC,C1O1O1O2,309.04300000000006,5,5.0
Lan1-CMP532,C7H12BrF2O4P,23.8,CDCl3,309.0423474,7,0,1,4,CCOP(=O)(/C=C(/C(Br)(F)F)\O)OCC,C1O1O1O2,309.04300000000006,5,5.0
Lan1-CMP533,C7H12ClF2O4P,23.9,CDCl3,264.5913474,7,0,1,4,CCOP(=O)(/C=C(/C(Cl)(F)F)\O)OCC,C1O1O1O2,264.592,5,5.0
Lan1-CMP534,C7H12ClF2O4P,17.4,CDCl3,264.5913474,7,0,1,4,CCOP(=O)(CC(=O)C(Cl)(F)F)OCC,C1O1O1O2,264.592,5,5.0
Lan1-CMP535,C7H12ClO4P,6.37,CDCl3,226.594541,7,0,1,4,CCOP(=O)(/C(=C/C=O)/Cl)OCC,C1O1O1O2,226.596,5,5.0
Lan1-CMP536,C7H12ClO4P,3.93,CDCl3,226.594541,7,0,1,4,CCOP(=O)(/C(=C\C=O)/Cl)OCC,C1O1O1O2,226.596,5,5.0
Lan1-CMP537,C7H12ClO4PS,29.8,CDCl3,258.659541,7,0,1,4,COSC1=C(Cl)C(OP1(=O)OC)(C)C,C1O1O1O2,258.66299999999995,5,5.0
Lan1-CMP538,C7H12ClO5PS,30.2,CDCl3,274.658941,7,0,1,5,COS(=O)C1=C(Cl)C(OP1(=O)OC)(C)C,C1O1O1O2,274.662,5,5.0
Lan1-CMP539,C7H12ClO5PS,16.34,CDCl3,274.658941,7,0,1,5,COP(=O)(C1=C(Cl)C(OS1=O)(C)C)OC,C1O1O1O2,274.662,5,5.0
Lan1-CMP541,C7H12F3O4P,23.3,CDCl3,248.1367506,7,0,1,4,CCOP(=O)(/C=C(/C(F)(F)F)\O)OCC,C1O1O1O2,248.13699999999997,5,5.0
Lan1-CMP545,C7H12NO4P,9.53,CDCl3,205.148241,7,1,1,4,CCOP(=O)(c1ccno1)OCC,C1O1O1O2,205.15,5,5.0
Lan1-CMP546,C7H12NO4PS,22.26,CDCl3,237.213241,7,1,1,4,COP(=O)(C(c1scnc1C)O)OC,C1O1O1O2,237.217,5,5.0
Lan1-CMP552,C7H13ClNO2P,17.0,CDCl3,209.610381,7,1,1,2,ClCCN1CCCOP1(=O)C=C,C1N1O1O2,209.613,5,5.0
Lan1-CMP553,C7H13ClNO4P,9.53,CDCl3,241.609181,7,1,1,4,CCOP(=O)(/C(=C/C=N/O)/Cl)OCC,C1O1O1O2,241.611,5,5.0
Lan1-CMP556,C7H13F2O4P,18.3,CDCl3,230.1462874,7,0,1,4,CCOP(=O)(CC(=O)C(F)F)OCC,C1O1O1O2,230.147,5,5.0
Lan1-CMP557,C7H13F2O4P,24.9,CDCl3,230.1462874,7,0,1,4,CCOP(=O)(/C=C(\C(F)F)/O)OCC,C1O1O1O2,230.147,5,5.0
Lan1-CMP558,C7H13F5NO3P,6.4,CDCl3,285.148797,7,1,1,3,CCOP(=O)(OCC)NCC(C(F)(F)F)(F)F,N1O1O1O2,285.14899999999994,5,5.0
Lan1-CMP559,C7H13N2O3P,10.3,CDCl3,204.163481,7,2,1,3,CCOP(=O)(c1cc[nH]n1)OCC,C1O1O1O2,204.166,5,5.0
Lan1-CMP560,C7H13N2O3P,7.53,CDCl3,204.163481,7,2,1,3,CCOP(=O)(c1ccn[nH]1)OCC,C1O1O1O2,204.166,5,5.0
Lan1-CMP561,C7H13N2O3PS,5.28,CDCl3,236.228481,7,2,1,3,CCOP(=O)(c1nnsc1C)OCC,C1O1O1O2,236.233,5,5.0
Lan1-CMP562,C7H13N2O3PS,7.32,CDCl3,236.228481,7,2,1,3,CCOP(=O)(c1snnc1C)OCC,C1O1O1O2,236.233,5,5.0
Lan1-CMP563,C7H13N2O5P,28.9,CDCl3,236.162281,7,2,1,5,COP(=O)(C(c1c(N)o[nH]c1=O)C)OC,C1O1O1O2,236.164,5,5.0
Lan1-CMP565,C7H13O3P,10.8,CDCl3,176.150081,7,0,1,3,C=CP1(=O)OCC(CO1)(C)C,C1O1O1O2,176.15199999999996,5,5.0
Lan1-CMP566,C7H13O4P,27.9,CDCl3,192.149481,7,0,1,4,CC(=O)CCP1(=O)OCCCO1,C1O1O1O2,192.15099999999995,5,5.0
Lan1-CMP568,C8H15O4P,16.84,CDCl3,206.176061,8,0,1,4,CCC(=C(C)C)C(=O)CP(=O)(O)O,C1O1O1O2,206.178,5,5.0
Lan1-CMP570,C7H13O6P,10.11,CDCl3,224.148281,7,0,1,6,COCC(=O)OC(=C)P(=O)(OC)OC,C1O1O1O2,224.149,5,5.0
Lan1-CMP571,C7H14BrO3P,22.5,CDCl3,257.062021,7,0,1,3,CCOP(=O)(CC(=C)Br)OCC,C1O1O1O2,257.064,5,5.0
Lan1-CMP572,C7H14BrO3P,15.1,CDCl3,257.062021,7,0,1,3,CCOP(=O)(C(=C)CBr)OCC,C1O1O1O2,257.064,5,5.0
Lan1-CMP573,C7H14ClO3P,25.1,CDCl3,212.611021,7,0,1,3,CCOP(=O)(C/C=C\Cl)OCC,C1O1O1O2,212.613,5,5.0
Lan1-CMP574,C7H14ClO3P,24.7,CDCl3,212.611021,7,0,1,3,CCOP(=O)(C/C=C\Cl)OCC,C1O1O1O2,212.613,5,5.0
Lan1-CMP575,C7H14ClO3P,15.24,CDCl3,212.611021,7,0,1,3,CCOP(=O)(C(=C)CCl)OCC,C1O1O1O2,212.613,5,5.0
Lan1-CMP576,C7H14ClO4P,18.8,CDCl3,228.610421,7,0,1,4,CCOP(=O)(CC(=O)CCl)OCC,C1O1O1O2,228.612,5,5.0
Lan1-CMP577,C7H14ClO4P,7.9,CDCl3,228.610421,7,0,1,4,CCOP(=O)(C1(Cl)OC1C)OCC,C1O1O1O2,228.612,5,5.0
Lan1-CMP578,C7H14ClO5P,17.3,CDCl3,244.609821,7,0,1,5,CCOP(=O)(COC(=O)CCl)OCC,C1O1O1O2,244.611,5,5.0
Lan1-CMP579,C7H14ClO5P,25.6,CDCl3,244.609821,7,0,1,5,CCOP(=O)(COC(=O)CCl)OCC,C1O1O1O2,244.611,5,5.0
Lan1-CMP587,C7H14NO3P,-19.872,CDCl3,191.164721,7,1,1,3,CCCOP(=O)(C#N)OCCC,C1O1O1O2,191.16699999999997,5,5.0
Lan1-CMP588,C7H14NO3P,-23.366,CDCl3,191.164721,7,1,1,3,CC(OP(=O)(C#N)OC(C)C)C,C1O1O1O2,191.167,5,5.0
Lan1-CMP589,C6H12NO3P,-19.872,CDCl3,177.138141,6,1,1,3,CCCOP(=O)(OCC)C#N,C1O1O1O2,177.14,5,5.0
Lan1-CMP590,C7H14NO3P,-23.366,CDCl3,191.164721,7,1,1,3,CC(OP(=O)(C#N)OC(C)C)C,C1O1O1O2,191.167,5,5.0
Lan1-CMP592,C7H14NO3PS,16.66,CDCl3,223.229721,7,1,1,3,CCOP(=O)(C(N=C=S)C)OCC,C1O1O1O2,223.234,5,5.0
Lan1-CMP594,C7H14NO5P,11.86,CDCl3,223.163521,7,1,1,5,COP(=O)(C(=C)C(C(=O)O)(N)C)OC,C1O1O1O2,223.165,5,5.0
Lan1-CMP595,C7H14NO5P,14.6,CDCl3,223.163521,7,1,1,5,CCOP(=O)(/C(=C/N(=O)=O)/C)OCC,C1O1O1O2,223.16499999999996,5,5.0
Lan1-CMP597,C7H14N3O4P,30.6,CDCl3,235.177521,7,3,1,4,COP(=O)(C(c1c(N)noc1N)C)OC,C1O1O1O2,235.17999999999995,5,5.0
Lan1-CMP599,C7H15Cl2O3P,10.0,CDCl3,249.071961,7,0,1,3,CCCOP(=O)(C(Cl)Cl)OCCC,C1O1O1O2,249.074,5,5.0
Lan1-CMP600,C7H15Cl2O3P,8.0,CDCl3,249.071961,7,0,1,3,ClC(P(=O)(OC(C)C)OC(C)C)Cl,C1O1O1O2,249.074,5,5.0
Lan1-CMP602,C7H15N4O3P,29.5,CDCl3,234.192761,7,4,1,3,COP(=O)(C(c1c(N)n[nH]c1N)C)OC,C1O1O1O2,234.196,5,5.0
Lan1-CMP605,C7H15O3P,33.19,CDCl3,178.165961,7,0,1,3,CP(=O)(OC1CCCCC1)O,C1O1O1O2,178.16799999999998,5,5.0
Lan1-CMP606,C7H15O3P,34.9,CDCl3,178.165961,7,0,1,3,CP(=O)(OC1CCCCC1)O,C1O1O1O2,178.16799999999998,5,5.0
Lan1-CMP608,C7H15O3P,26.8,CDCl3,178.165961,7,0,1,3,CCOP(=O)(CC=C)OCC,C1O1O1O2,178.16799999999995,5,5.0
Lan1-CMP609,C7H15O3P,18.0,CDCl3,178.165961,7,0,1,3,CCOP(=O)(/C=C/C)OCC,C1O1O1O2,178.16799999999995,5,5.0
Lan1-CMP610,C7H15O3P,33.15,CDCl3,178.165961,7,0,1,3,CP(=O)(OC1CCCCC1)O,C1O1O1O2,178.16799999999998,5,5.0
Lan1-CMP611,C7H15O3P,28.2,CDCl3,178.165961,7,0,1,3,CCP(=O)(OC1CCCC1)O,C1O1O1O2,178.16799999999995,5,5.0
Lan1-CMP612,C7H15O3P,28.07,CDCl3,178.165961,7,0,1,3,CCOP(=O)(CC=C)OCC,C1O1O1O2,178.16799999999995,5,5.0
Lan1-CMP613,C7H15O3PS,103.9,CDCl3,210.230961,7,0,1,3,CCC(=O)CCP(=S)(OC)OC,C1O1O1S2,210.235,5,5.0
Lan1-CMP614,C7H15O4P,30.6,CDCl3,194.165361,7,0,1,4,CCOP(=O)(OCC)CCC=O,C1O1O1O2,194.167,5,5.0
Lan1-CMP615,C7H15O4P,19.4,CDCl3,194.165361,7,0,1,4,CCOP(=O)(CC(=O)C)OCC,C1O1O1O2,194.167,5,5.0
Lan1-CMP616,C7H15O4P,25.8,CDCl3,194.165361,7,0,1,4,CCOP(=O)(CC1OC1)OCC,C1O1O1O2,194.16699999999997,5,5.0
Lan1-CMP617,C7H15O4P,17.2,CDCl3,194.165361,7,0,1,4,CCOCC(=C)P(=O)(OC)OC,C1O1O1O2,194.167,5,5.0
Lan1-CMP618,C7H15O5P,19.3,CDCl3,210.164761,7,0,1,5,CCOP(=O)(CC(=O)OC)OCC,C1O1O1O2,210.166,5,5.0
Lan1-CMP621,C7H15O6P,23.71,CDCl3,226.164161,7,0,1,6,COCC(=O)OC(P(=O)(OC)OC)C,C1O1O1O2,226.165,5,5.0
Lan1-CMP622,C7H16BrO4P,29.2,CDCl3,275.077301,7,0,1,4,CCOP(=O)(CC(CBr)O)OCC,C1O1O1O2,275.079,5,5.0
Lan1-CMP623,C7H16ClO4P,29.4,CDCl3,230.626301,7,0,1,4,CCOP(=O)(CC(CCl)O)OCC,C1O1O1O2,230.628,5,5.0
Lan1-CMP624,C7H16ClO4P,28.9,CDCl3,230.626301,7,0,1,4,CCOP(=O)(CC(CCl)O)OCC,C1O1O1O2,230.628,5,5.0
Lan1-CMP625,C7H16Cl2NO2P,18.2,CDCl3,248.087201,7,1,1,2,CCOP(=O)(N(CC)CC)C(Cl)Cl,C1N1O1O2,248.09,5,5.0
Lan1-CMP626,C7H16NO2P,47.54,CDCl3,177.181201,7,1,1,2,CP(=O)(OCC)CNCC=C,C1C1O1O2,177.184,5,5.0
Lan1-CMP628,C7H16NO3P,26.2,CDCl3,193.180601,7,1,1,3,CCOP(=O)(CC1NC1)OCC,C1O1O1O2,193.183,5,5.0
Lan1-CMP629,C7H16NO3PS,75.08,CDCl3,225.245601,7,1,1,3,CCO/C=N\P(=S)(OCC)OCC,N1O1O1S2,225.25,5,5.0
Lan1-CMP630,C7H16NO4P,30.9,CDCl3,209.180001,7,1,1,4,CCOP(=O)(OCC)CCC(=O)N,C1O1O1O2,209.182,5,5.0
Lan1-CMP634,C7H16NO6P,22.0,CDCl3,241.178801,7,1,1,6,CCOP(=O)(C(CN(=O)=O)(O)C)OCC,C1O1O1O2,241.17999999999995,5,5.0
Lan1-CMP635,C7H16N3O3P,30.93,CDCl3,221.194001,7,3,1,3,CCOP(=O)(OCC)CCCN=N#N,C1O1O1O2,221.197,5,5.0
Lan1-CMP643,C7H17N2O4P,22.6,CDCl3,224.194641,7,2,1,4,CNNC(=O)CP(=O)(OCC)OCC,C1O1O1O2,224.197,5,5.0
Lan1-CMP644,C7H17N2O4P,22.6,CDCl3,224.194641,7,2,1,4,CNNC(=O)CP(=O)(OCC)OCC,C1O1O1O2,224.197,5,5.0
Lan1-CMP646,C7H17O2PS,91.4,CDCl3,196.247441,7,0,1,2,CCCOP(=S)(OCCC)C,C1O1O1S2,196.25199999999995,5,5.0
Lan1-CMP647,C9H21O2PS,100.1,CDCl3,224.300601,9,0,1,2,CCCP(=S)(OCCC)OCCC,C1O1O1S2,224.30599999999995,5,5.0
Lan1-CMP648,C7H17O3P,29.5,CDCl3,180.181841,7,0,1,3,CC(OP(=O)(OC(C)C)C)C,C1O1O1O2,180.184,5,5.0
Lan1-CMP649,C7H17O3P,36.9,CDCl3,180.181841,7,0,1,3,CCCCCCOP(=O)(O)C,C1O1O1O2,180.184,5,5.0
Lan1-CMP650,C7H17O3P,31.2,CDCl3,180.181841,7,0,1,3,CCCP(=O)(OCC)OCC,C1O1O1O2,180.184,5,5.0
Lan1-CMP651,C7H17O3P,35.8,CDCl3,180.181841,7,0,1,3,CCOP(=O)(C(C)C)OCC,C1O1O1O2,180.184,5,5.0
Lan1-CMP652,C7H17O3P,33.44,CDCl3,180.181841,7,0,1,3,CC(C(C)(C)C)OP(=O)(O)C,C1O1O1O2,180.184,5,5.0
Lan1-CMP653,C7H17O3P,33.26,CDCl3,180.181841,7,0,1,3,CCCCCCOP(=O)(O)C,C1O1O1O2,180.184,5,5.0
Lan1-CMP654,C7H17O3PS,101.5,CDCl3,212.246841,7,0,1,3,COP(=S)(C(C(C)(C)C)O)OC,C1O1O1S2,212.251,5,5.0
Lan1-CMP655,C7H17O3PS,24.2,CDCl3,212.246841,7,0,1,3,CCSCP(=O)(OCC)OCC,C1O1O1O2,212.251,5,5.0
Lan1-CMP656,C7H17O3PS,31.6,CDCl3,212.246841,7,0,1,3,SCCCP(=O)(OCC)OCC,C1O1O1O2,212.251,5,5.0
Lan1-CMP657,C7H17O4P,31.4,CDCl3,196.181241,7,0,1,4,CCCOP(=O)(OCCOC)C,C1O1O1O2,196.183,5,5.0
Lan1-CMP658,C7H17O4P,35.8,CDCl3,196.181241,7,0,1,4,COCCOP(=O)(C(C)C)OC,C1O1O1O2,196.183,5,5.0
Lan1-CMP659,C7H17O4P,27.72,CDCl3,196.181241,7,0,1,4,CCCCC(P(=O)(OC)OC)O,C1O1O1O2,196.183,5,5.0
Lan1-CMP660,C7H17O4P,37.56,CDCl3,196.181241,7,0,1,4,CCP(=O)(OCCOC(C)C)O,C1O1O1O2,196.183,5,5.0
Lan1-CMP663,C7H17O4P,24.08,CDCl3,196.181241,7,0,1,4,OCP(=O)(OC(C)C)OC(C)C,C1O1O1O2,196.183,5,5.0
Lan1-CMP666,C8H20NO3P,10.77,CDCl3,209.223061,8,1,1,3,CCOP(=O)(CN(CC)C)OCC,C1O1O1O2,209.226,5,5.0
Lan1-CMP667,C8H20NO3P,13.75,CDCl3,209.223061,8,1,1,3,CCCN(CP(=O)(OC)OC)CC,C1O1O1O2,209.226,5,5.0
Lan1-CMP668,C8H20NO3P,11.71,CDCl3,209.223061,8,1,1,3,CCN(C(C)C)CP(=O)(OC)OC,C1O1O1O2,209.226,5,5.0
Lan1-CMP669,C7H18NO3P,23.78,CDCl3,195.196481,7,1,1,3,CCNCP(=O)(OCC)OCC,C1O1O1O2,195.199,5,5.0
Lan1-CMP673,C7H18N3O5P,8.68,CDCl3,255.208681,7,3,1,5,COCCOP(=O)(NC(=N)N)OCCOC,N1O1O1O2,255.211,5,5.0
Lan1-CMP683,C8H5Cl4O3P,36.74,CDCl3,321.909261,8,0,1,3,CCP1(=O)Oc2c(O1)c(Cl)c(c(c2Cl)Cl)Cl,C1O1O1O2,321.91099999999994,5,5.0
Lan1-CMP687,C8H8ClO2P,23.9,CDCl3,202.574681,8,0,1,2,C=CP(=O)(Oc1ccccc1)Cl,C1Cl1O1O2,202.577,5,5.0
Lan1-CMP689,C8H8Cl4N3O4PS,59.72,CDCl3,415.017581,8,3,1,4,NNP(=S)(Oc1ccc(cc1)N(=O)=O)OC(C(Cl)(Cl)Cl)Cl,N1O1O1S2,415.02199999999993,5,5.0
Lan1-CMP694,C8H9Cl2N2O2PS,44.1,CDCl3,299.114021,8,2,1,2,COC(=O)Cn1cccc/c/1=N\P(=S)(Cl)Cl,Cl1Cl1N1S2,299.119,5,5.0
Lan1-CMP695,C8H9Cl2O4P,-6.9,CDCl3,271.034421,8,0,1,4,COP(=O)(Oc1ccc(cc1Cl)Cl)OC,O1O1O1O2,271.036,5,5.0
Lan1-CMP696,C8H9NO3PS-,48.2,CDCl3,230.200721,8,1,1,3,COP(=S)(NC(=O)c1ccccc1)[O-],N1O1O1S2,230.205,5,5.0
Lan1-CMP698,C8H9N2O2PS2,89.9,CDCl3,260.273021,8,2,1,2,O=C(c1ccncc1)NP1(=S)OCCS1,N1O1S1S2,260.28,5,5.0
Lan1-CMP699,C8H9O3P,20.3,CDCl3,184.129021,8,0,1,3,COP(=O)(CC1=C=C=C=C1)OC,C1O1O1O2,184.131,5,5.0
Lan1-CMP702,C8H10ClO2P,30.0,CDCl3,204.590561,8,0,1,2,CCOP(=O)(c1ccccc1)Cl,C1Cl1O1O2,204.593,5,5.0
Lan1-CMP703,C8H10ClO4P,-6.5,CDCl3,236.589361,8,0,1,4,COP(=O)(Oc1ccc(cc1)Cl)OC,O1O1O1O2,236.591,5,5.0
Lan1-CMP714,C8H11ClNOPS,65.0,CDCl3,235.670801,8,1,1,1,CCOP(=S)(Nc1ccccc1)Cl,Cl1N1O1S2,235.67600000000004,5,5.0
Lan1-CMP718,C8H11N2O3PS,11.9,CDCl3,246.223301,8,2,1,3,N#Cc1c(N)sc(c1P(=O)(OC)OC)C,C1O1O1O2,246.22799999999995,5,5.0
Lan1-CMP719,C8H11N2O3PS,14.2,CDCl3,246.223301,8,2,1,3,N#Cc1c(N)sc(c1C)P(=O)(OC)OC,C1O1O1O2,246.22799999999995,5,5.0
Lan1-CMP721,C8H11N4OP,38.08,CDCl3,210.172901,8,4,1,1,Nc1ccccc1C1=NNP(=O)(N1)C,C1N1N1O2,210.177,5,5.0
Lan1-CMP724,C8H11O2PS,89.6,CDCl3,202.210501,8,0,1,2,COP(=S)(c1ccccc1)OC,C1O1O1S2,202.215,5,5.0
Lan1-CMP725,C8H11O3P,20.7,CDCl3,186.144901,8,0,1,3,CCOP(=O)(c1ccccc1)O,C1O1O1O2,186.147,5,5.0
Lan1-CMP726,C8H11O3P,21.04,CDCl3,186.144901,8,0,1,3,CCOP(=O)(c1ccccc1)O,C1O1O1O2,186.147,5,5.0
Lan1-CMP729,C8H11O4P,-6.4,CDCl3,202.144301,8,0,1,4,COP(=O)(Oc1ccccc1)OC,O1O1O1O2,202.146,5,5.0
Lan1-CMP734,C8H12ClO2P,32.1,CDCl3,206.606441,8,0,1,2,CC1=C(Cl)C=CP(=O)(C1)OCC,C1C1O1O2,206.60899999999995,5,5.0
Lan1-CMP735,C8H12ClO2P,31.2,CDCl3,206.606441,8,0,1,2,CC1=CP(=O)(CC=C1Cl)OCC,C1C1O1O2,206.609,5,5.0
Lan1-CMP737,C8H12F2IO3P,1.07,CDCl3,352.0541174,8,0,1,3,CCOP1(=O)OC(C)(C)C(=CC1(F)F)I,C1O1O1O2,352.05499999999995,5,5.0
Lan1-CMP739,C8H12NO3P,18.3,CDCl3,201.159541,8,1,1,3,NC(P(=O)(O)O)c1ccc(cc1)C,C1O1O1O2,201.162,5,5.0
Lan1-CMP740,C8H12NO3P,19.7,CDCl3,201.159541,8,1,1,3,Cc1cccc(c1)C(P(=O)(O)O)N,C1O1O1O2,201.162,5,5.0
Lan1-CMP741,C8H12NO3P,8.5,CDCl3,201.159541,8,1,1,3,N#CC12CCCOP2(=O)OCCC1,C1O1O1O2,201.16199999999995,5,5.0
Lan1-CMP748,C8H13N2O3P,8.29,CDCl3,216.174181,8,2,1,3,CCOP(=O)(c1ccncn1)OCC,C1O1O1O2,216.177,5,5.0
Lan1-CMP749,C8H13N2O3PS2,14.3,CDCl3,280.304181,8,2,1,3,COP(=O)(c1sc(c(c1C)C(=S)N)N)OC,C1O1O1O2,280.311,5,5.0
Lan1-CMP750,C8H13N2O4PS,16.6,CDCl3,264.238581,8,2,1,4,COP(=O)(c1sc(c(c1C)C(=O)N)N)OC,C1O1O1O2,264.24299999999994,5,5.0
Lan1-CMP753,C8H13N4O2PS3,54.08,CDCl3,324.383181,8,4,1,2,CCN(P1(=O)N2N=C(SC2=NC(=S)S1=O)C)CC,N1N1O2S1,324.39300000000014,5,5.0
Lan1-CMP755,C8H13O4P,16.8,CDCl3,204.160181,8,0,1,4,CC=C=C(P(=O)(OC)OC)C(=O)C,C1O1O1O2,204.16199999999995,5,5.0
Lan1-CMP758,C8H14ClOP,31.15,CDCl3,192.622921,8,0,1,1,C/C=C(/C(=C\P(=O)(C)C)/Cl)\C,C1C1C1O2,192.626,5,5.0
Lan1-CMP759,C8H14ClO2P,45.1,CDCl3,208.622321,8,0,1,2,CCOP1(=O)CCC(=C(C1)C)Cl,C1C1O1O2,208.625,5,5.0
Lan1-CMP761,C8H14F5O4P,16.9,CDCl3,300.160137,8,0,1,4,CCOP(=O)(C[C@@H](C(C(F)(F)F)(F)F)O)OCC,C1O1O1O2,300.16,5,5.0
Lan1-CMP766,C8H14NO6PS,47.36,CDCl3,283.238621,8,1,1,6,COC(=O)C(NP1(=O)OCCS1)CC(=O)OC,N1O1O2S1,283.242,5,5.0
Lan1-CMP767,C8H14N3O3P,8.25,CDCl3,231.188821,8,3,1,3,CCOP(=O)(c1cnc(nc1)N)OCC,C1O1O1O2,231.19199999999995,5,5.0
Lan1-CMP773,C8H15N2O3P,9.9,CDCl3,218.190061,8,2,1,3,CCOP(=O)(c1ccn(n1)C)OCC,C1O1O1O2,218.193,5,5.0
Lan1-CMP774,C8H15N2O3P,5.66,CDCl3,218.190061,8,2,1,3,CCOP(=O)(c1ccnn1C)OCC,C1O1O1O2,218.193,5,5.0
Lan1-CMP776,C8H15O2P,48.7,CDCl3,174.177261,8,0,1,2,CCOP1(=O)CCC=C(C1)C,C1C1O1O2,174.17999999999998,5,5.0
Lan1-CMP777,C8H15O2P,74.5,CDCl3,174.177261,8,0,1,2,CCCOP1(=O)CC=C(C1)C,C1C1O1O2,174.17999999999998,5,5.0
Lan1-CMP778,C8H15O2P,73.2,CDCl3,174.177261,8,0,1,2,CC(OP1(=O)CC=C(C1)C)C,C1C1O1O2,174.17999999999998,5,5.0
Lan1-CMP780,C8H15O3P,18.56,CDCl3,190.176661,8,0,1,3,CCOP(=O)(C(=C)C=C)OCC,C1O1O1O2,190.179,5,5.0
Lan1-CMP781,C8H15O3P,26.2,CDCl3,190.176661,8,0,1,3,C=CP1(=O)OC(C(O1)(C)C)(C)C,C1O1O1O2,190.179,5,5.0
Lan1-CMP782,C8H15O4P,16.78,CDCl3,206.176061,8,0,1,4,CC=C=C(P(=O)(OC)OC)C(O)C,C1O1O1O2,206.178,5,5.0
Lan1-CMP783,C8H15O4P,-2.22,CDCl3,206.176061,8,0,1,4,CCOP(=O)(C(=O)/C=C/C)OCC,C1O1O1O2,206.178,5,5.0
Lan1-CMP784,C8H15O4P,19.3,CDCl3,206.176061,8,0,1,4,COP(=O)(C(=C)CCC(=O)C)OC,C1O1O1O2,206.178,5,5.0
Lan1-CMP786,C8H15O4PS,16.8,CDCl3,238.241061,8,0,1,4,COSC(=C=C(C)C)P(=O)(OC)OC,C1O1O1O2,238.24499999999995,5,5.0
Lan1-CMP788,C8H15O5P,30.5,CDCl3,222.175461,8,0,1,5,COC[C@@H]1OP(=O)(O[C@H]1COC)C=C,C1O1O1O2,222.177,5,5.0
Lan1-CMP789,C8H15O5PS,16.48,CDCl3,254.240461,8,0,1,5,COS(=O)C(=C=C(C)C)P(=O)(OC)OC,C1O1O1O2,254.24399999999997,5,5.0
Lan1-CMP790,C8H15O7P,27.1,CDCl3,254.174261,8,0,1,7,COC(=O)CCC(C(=O)OC)CP(=O)(O)O,C1O1O1O2,254.175,5,5.0
Lan1-CMP793,C8H16BrO4P,-6.9,CDCl3,287.088001,8,0,1,4,CCOP(=O)(C(=O)C(CC)Br)OCC,C1O1O1O2,287.09000000000003,5,5.0
Lan1-CMP796,C8H16ClO4P,-6.4,CDCl3,242.637001,8,0,1,4,CCOP(=O)(C(=O)C(CC)Cl)OCC,C1O1O1O2,242.63899999999995,5,5.0
Lan1-CMP798,C8H16FO5P,8.6,CDCl3,242.1818042,8,0,1,5,CCOC(=O)C(P(=O)(OCC)OCC)F,C1O1O1O2,242.18299999999996,5,5.0
Lan1-CMP803,C8H16NO3P,20.9,CDCl3,205.191301,8,1,1,3,O=P1(OCCCO1)CN1CCCC1,C1O1O1O2,205.194,5,5.0
Lan1-CMP804,C8H16NO3PS,18.92,CDCl3,237.256301,8,1,1,3,CCC(P(=O)(OCC)OCC)N=C=S,C1O1O1O2,237.261,5,5.0
